標題,發布時間
【住宅火災】【8日02:49宜蘭縣蘇澳鎮南寧路住宅火災，已撲滅，4輕傷送醫】,112-05-08
【學校火災】【07:25屏東縣內埔鄉「國立屏東科技大學」獸醫系二館火災，已撲滅，無傷亡】,112-05-09
【倉庫火災】【19:24雲林縣口湖鄉後厝村1倉庫火災，已撲滅，無傷亡】,112-05-09
【住宅火災】【19:49臺東縣卑南鄉泰安村1住宅火災，已撲滅，無傷亡】,112-05-09
【陸上交通事故暨工安事故】【10日臺中市南屯區文心南路「捷運豐樂公園站」附近工地吊臂掉落砸到行駛中捷運車廂，8人輕傷送醫、1女明顯死亡】,112-05-11
​【住宅火災】【10日16:05新北市三重區環河南路1住宅火災，已撲滅，2女無生命徵象1女輕傷送醫】,112-05-11
【工廠火災】【10日17:17彰化縣福興鄉新生路「裕庚行地瓜」工廠火災，已撲滅，無傷亡】,112-05-11
【博物館火災】【10日19:55屏東縣車城鄉後灣路「國立海洋生物博物館」電氣機房火災，已撲滅，無傷亡】,112-05-11
【地震】【11日06:07高雄市政府東北方 73.9 公里(高雄市桃源區)發生芮氏規模3.7地震，無災情】,112-05-11
【住宅火災】【12日14:03新北市淡水區新民街1住宅火災，火勢已撲滅，3人輕傷送醫】,112-05-12
【地震】【13日01:30臺東縣政府東北方64.6 公里(臺灣東部海域)發生芮氏規模4.7地震，無災情】,112-05-13
【住宅火災】【15日16:45臺東縣臺東市徐州街1住宅火災，已撲滅，無傷亡】,112-05-16
【地震】【16日02:34花蓮縣政府西北方11.0公里(花蓮縣秀林鄉)發生芮氏規模3.9地震，無災情】,112-05-16
【地震】【16日06:28臺東縣政府南南東方105.4公里(臺灣東南部海域)發生芮氏規模3.7地震，無災情】,112-05-16
【汽車火災】【16日11:06臺中市太平區136縣道1汽車火災，已撲滅，1焦屍】,112-05-17
​【學校火災】【07:01臺北市文山區「市立木柵高級工業職業學校」教職員辦公室火災，已撲滅，無傷亡】,112-05-18
​【資源回收場火災】【17日12:22屏東縣屏東市大春路80巷資源回收場火災，已撲滅，無傷亡】,112-05-18
​【住宅火災】【17日13:52臺東縣臺東市中正路住宅火災，已撲滅，無傷亡】,112-05-18
​【倉庫火災】【17日21:25臺中市清水區中清路九段「清水藝閣社」火災，已撲滅，無傷亡】,112-05-18
​【店鋪火災】【17日21:50南投縣埔里鎮鯉魚潭風景區店鋪火災，已撲滅，無傷亡】,112-05-18
【工廠火災】【20日12:44高雄市小港區光陽街「協勝發鋼鐵廠」工廠火災，已撲滅，無傷亡】,112-05-20
【山域事故續報】【18日16:58屏東縣霧台鄉「飛龍瀑布」1人死亡、4人失蹤、5人平安，消防持續搜救中】,112-05-20
【工廠火災】【23日14:10桃園市蘆竹區興化路1工廠火災，已撲滅，無傷亡】結報,112-05-24
【工廠火災】【27日02:10高雄市大寮區鳳林二路1工廠火災，已撲滅，無傷亡】,112-05-27
​【山域事故】【20日13:47宜蘭縣南澳鄉澳花瀑布，26日發現大體，空勤直升機及本署特搜共勤成功吊掛】,112-05-27
​【山域事故】【26日06:49苗栗縣泰安鄉「雪山西稜線」1女高山症，空勤直升機及本署特搜共勤成功吊掛後送】,112-05-27
【陸上交通事故】【28日08:50嘉義縣朴子市82號快速道路2自小客車車禍，1人無生命徵象、5人輕傷送醫】,112-05-28
【災害救助】【28日14:18花蓮縣秀林鄉和仁沙灘旁崖壁1男摔傷，空勤直升機成功吊掛救援】,112-05-28
【災害救助】【28日14:18花蓮縣秀林鄉和仁沙灘旁崖壁因漲潮6人受困，空勤直升機及本署特搜共勤成功吊掛救援】,112-05-28
【醫院火災】【28日21:30澎湖縣馬公市樹德路14號「惠民醫院」2樓辦公室內冷氣插座起火，已撲滅，無傷亡】,112-05-28
【倉庫火災】【29日02:31新北市石碇區楓子林1倉庫火災，已撲滅，無傷亡】,112-05-29
【地震】【29日04:38宜蘭縣政府東方 41.1 公里(臺灣東部海域)發生芮氏規模3.8地震，無災情】,112-05-29
【住宅火災】【31日15:39苗栗縣竹南鎮天祥街1住宅火災，已撲滅，無傷亡】,112-05-31
【宮廟火災】【31日18:15澎湖縣湖西鄉果葉村「天師壇」宮廟火災，已撲滅，無傷亡】,112-05-31
【住宅火災】【31日18:24臺南市仁德區德善路1住宅縱火，已撲滅，1男燒燙傷送醫】,112-05-31
【瓦斯氣爆】【31日22:56臺南市南區喜樂路「耐速食品」綜合料理工廠氣爆，已撲滅，1男輕傷,112-05-31
【餐廳火災】【31日23:18臺東縣臺東市中華路一段「麻辣江湖」餐廳火災，已撲滅，1女無生命徵象及1男嗆傷送醫】,112-06-01
【地震】【1日21:20宜蘭縣政府西南方48.9公里(宜蘭縣大同鄉)發生芮氏規模3.6地震，無災情】,112-06-02
【住宅火災】【2日01:27臺中市大甲區黎明路某住宅火災，已撲滅，2輕傷】,112-06-02
​【住宅火災】【2日19:48彰化縣大城鄉東港村福建路1住宅火災，已撲滅，無傷亡】,112-06-03
​【住宅火災】【2日19:18彰化縣溪湖鎮員鹿路1住宅縱火，已撲滅，無傷亡】,112-06-04
【三合院火災】【5日08:35嘉義縣朴子市博文街1三合院火災，已撲滅，無傷亡】,112-06-05
【山林火災】【4日12:33苗栗縣大湖鄉新開村十份附近山林火災，空勤直升機支援投水約40噸，現場改以怪手開挖搶救中，無傷亡】,112-06-05
【山域事故】【5日嘉義縣阿里山鄉排雲山莊附近1男無生命徵象，空勤直升機及本署特搜共勤成功吊掛後送】,112-06-05
【機關火災】【5日19:31臺中市太平區中平路144號「太平區公所」電箱短路冒煙，已撲滅，無傷亡】,112-06-05
【宮廟火災】【7日13:12新北市鶯歌區八德路「金緣宮」宮廟火災，已撲滅，無傷亡】,112-06-07
【住宅火災】【7日14:31嘉義縣民雄鄉鎮北村圳溝墘1住宅火災，已撲滅，無傷亡】,112-06-07
【學校火災】【8日11:41臺南市安南區「和順國小」火災，已撲滅，無傷亡】,112-06-08
【學校火災】【8日12:32桃園市楊梅區永平路「永平工商」食材倉庫雜物火災，已撲滅，2學生送醫檢查】,112-06-08
【倉庫火災】【8日12:21彰化縣芳苑鄉1農用倉庫火災，已撲滅，無傷亡】,112-06-08
【學校火災】【9日00:20新北市三重區中正北路「市立三重商工」教室火災，已撲滅，無傷亡】,112-06-09
【住宅火災】【9日13:51南投縣南投市中興路中一巷1住宅火災，已撲滅，1昏迷送醫】,112-06-10
【辦公大樓火災】【9日20:54臺北市中山區復興北路1辦公大樓火災，已撲滅，無傷亡】,112-06-10
【地震】【9日23:19屏東縣政府東北方26.7公里(屏東縣三地門鄉)發生芮氏規模3.5地震，無災情】,112-06-10
【倉庫火災】【10日00:06新北市新店區僑信路1超商倉庫火災，已撲滅，1死】,112-06-10
【地震】【10日03:51高雄市政府東北方45.3公里(高雄市茂林區)發生芮氏規模4.2地震，無災情】,112-06-10
【宮廟火災】【10日09:31臺北市文山區老泉街45巷1宮廟火災，已撲滅，1男明顯死亡】,112-06-10
【工廠火災】【11日23:40臺南市安定區中榮里「資勇企業公司」工廠火災，已撲滅，無傷亡】,112-06-12
【學校火災】【13日12:32桃園市中壢區「國立中央大學」機械系實驗室火災，已撲滅，無傷亡】,112-06-13
【地震】【13日14:04臺東縣政府東北方32.5公里(臺東縣近海)發生芮氏規模3.8地震，無災情】,112-06-13
【工廠火災】【13日14:26臺南市仁德區文賢路二段「三立貨櫃」工廠火災，已撲滅，無傷亡】,112-06-13
【店鋪火災】【13日18:19雲林縣林內鄉坪頂村1店鋪火災，已撲滅，無傷亡】,112-06-13
【倉庫火災】【14日23:24臺北市士林區延平北路八段2巷180號倉庫火災，已撲滅，無傷亡】,112-06-15
【汽車火災】【15日04:20高雄市左營區左營大路與海功路口1汽車遭縱火，已撲滅，無傷亡】,112-06-16
【資源回收廠火災】【15日13:52臺南市永康區王行東路166號「臺南市永康垃圾資源回收廠」垃圾堆火災，已撲滅，無傷亡】,112-06-16
【工廠火災】【15日19:43臺南市安南區公學路1段「振益昌有限公司」壓克力加工廠火災，已撲滅，無傷亡】,112-06-16
​【學校火災】【16日02:07「新北市板橋區國光國民小學」仁愛樓217教室火災，已撲滅，無傷亡】,112-06-16
【工廠火災】【16日03:26桃園市楊梅區高鐵南路十段685號「新拓機電工程公司」工廠火災，已撲滅，無傷亡】,112-06-16
【瓦斯氣爆】【16日14:23新北市板橋區中正路1飲料店火災，已撲滅，4輕傷送醫】,112-06-17
【住宅火災】【17日06:15新北市三峽區中山路1住宅火災，已撲滅，1焦屍】,112-06-18
【地震】【17日09:47花蓮縣政府南南西方89.7公里(花蓮縣卓溪鄉)發生芮氏規模4.2地震，無災情】,112-06-18
【學校宿舍火災】【17日21:58高雄市鼓山區「國立中山大學」宿舍浴室火災，已撲滅，無傷亡】,112-06-18
【學校火災】【18日03:58嘉義市東區「大同技術學院」輔導中心火災，已撲滅，無傷亡】,112-06-18
【倉庫火災】【18日13:03臺南市永康區廣興路「雙燕有限公司」倉庫火災，已撲滅，無傷亡】,112-06-19
​【餐廳火災】【18日15:02苗栗縣三灣鄉和平街1餐廳火災，已撲滅，救出2人送醫(1女無生命徵象、1男輕傷),112-06-19
【工廠火災】【20日06:12新北市五股區中直路工廠火災，已撲滅，無傷亡】,112-06-20
【住宅火災】【20日10:54桃園市桃園區龍山街1住宅火災，已撲滅，救出1女無生命徵象送醫】,112-06-20
【學校火災】【20日12:34新北市五股區「更寮國民小學」頂樓屋頂工程火災，已撲滅，無傷亡】,112-06-20
【工寮火災】【21日15:31花蓮縣秀林鄉景美村三棧1養雞工寮火災，已撲滅，無傷亡】,112-06-22
【倉庫火災】【21日21:09嘉義縣溪口鄉游東村倉庫火災，已撲滅，無傷亡】,112-06-22
【汽車火災】【22日04:05南投縣魚池鄉向山行政暨遊客中心往月牙灣方向1汽車火災，已撲滅，1死】,112-06-22
【住宅火災】【22日20:48臺中市大雅區中和二路1住宅火災，已撲滅，無傷亡】,112-06-22
​【山域事故】【22日花蓮縣秀林鄉光被八表與卡賀爾山間1男高山症，空勤直升機及本署特搜共勤成功吊掛後送】,112-06-23
​【地震】【22日14:04花蓮縣政府東南方10.1公里(花蓮縣近海)發生芮氏規模4.4地震，無災情】,112-06-23
​【住宅火災】【22日20:48臺中市大雅區中和二路1住宅火災，已撲滅，無傷亡】,112-06-23
​【倉庫火災】【23日07:09臺北市士林區「中國電影文化城」倉庫火災，已撲滅，無傷亡】,112-06-23
【山域事故】【25日臺東縣海端鄉「嘉明湖」1男高山症，空勤直升機及本署特搜共勤成功後送】,112-06-25
【瓦斯氣爆】【24日08:30新竹縣竹北市多處天然氣瓦斯管線外洩氣爆案，16:00恢復供氣；17:00三級開設撤除，受傷人數新增為6人】結報更新,112-06-25
【山域事故】【24日花蓮縣秀林鄉「太魯閣大山」下方「北鞍山屋」1男高山症，空勤直升機及本署特搜共勤成功吊掛後送】,112-06-25
【山域事故】【23日臺中市和平區「中央尖溪山屋」1女頭部遭落石砸傷，已無生命徵象，24日空勤直升機及本署特搜共勤成功吊掛後送】,112-06-25
【山域事故】【23日高雄市桃源區卑南主北峰北側1男高山症，24日空勤直升機及本署特搜共勤成功吊掛後送】,112-06-25
【山域事故】【25日南投縣仁愛鄉武界營地1男高山症，空勤直升機及本署特搜共勤成功吊掛後送】,112-06-25
【住宅火災】【25日12:50嘉義縣阿里山鄉新美村1住宅火災，已撲滅，無傷亡】,112-06-25
【住宅火災】【25日14:03新北市樹林區潭興街1住宅火災，已撲滅，1人OHCA、2輕傷】,112-06-25
【工地火災】【25日18:56臺北市南港區忠孝東路7段「南港機廠基地公共住宅」工地火災，火勢撲滅，無傷亡】,112-06-25
【山域事故】【25日臺東縣海端鄉「嘉明湖」1男高山症，空勤直升機及本署特搜共勤成功後送】,112-06-26
​【山域事故】【25日南投縣仁愛鄉武界營地1男高山症，空勤直升機及本署特搜共勤成功吊掛後送】,112-06-26
​【住宅火災】【25日12:50嘉義縣阿里山鄉新美村1住宅火災，已撲滅，無傷亡】,112-06-26
​【住宅火災】【25日14:03新北市樹林區潭興街1住宅火災，已撲滅，1人OHCA、2輕傷】,112-06-26
​【工地火災】【25日18:56臺北市南港區忠孝東路7段「南港機廠基地公共住宅」工地火災，火勢撲滅，無傷亡】,112-06-26
【學校火災】【27日15:11新北市淡水區「淡江大學」外圍草皮火災，已撲滅，無傷亡】,112-06-27
【住宅火災】【27日18:59南投縣中寮鄉廣興村永平路1住宅火災，已撲滅，無傷亡】,112-06-27
【資源回收廠火災】【28日05:30高雄市鳥松區大仁南路「立盛資源回收廠」垃圾堆火災，已撲滅，1男重傷送醫】,112-06-28
【工廠火災】【28日05:20臺中市龍井區工業路「奇昕能源科技有限公司」火災，已撲滅，無傷亡】,112-06-29
【汽車火災】【28日06:30苗栗縣苗栗市新東大橋1自小客車自撞河堤起火燃燒，已撲滅，1焦屍】,112-06-29
【地震】【28日17:25屏東縣政府東北方26.6公里(屏東縣三地門鄉)發生芮氏規模3.9地震，無災情】,112-06-29
【倉庫火災】【28日22:20新北市新店區安康路一段1倉庫火災，已撲滅，無傷亡】,112-06-29
【住宅火災】【28日23:00嘉義市東區學府路2住宅火災，已撲滅，無傷亡】,112-06-29
​【住宅火災】【29日14:36臺北市萬華區萬大路486巷內1住宅火災，已撲滅，2人輕傷送醫】,112-06-29
【住宅火災】【1日13:13新北市瑞芳區明里路1住宅火災，已撲滅，1男無生命徵象送醫】,112-07-02
【空屋火災】【2日01:57嘉義縣布袋鎮龍江里新厝仔1空屋火災，已撲滅，無傷亡】,112-07-02
【工廠火災】【2日09:39桃園市楊梅區中山南路「中興紡織」工廠火災，已撲滅，救出3人(2人無生命徵象、1輕微嗆傷)】,112-07-03
