標題,發布時間
​【雜草火災】【25日16:52屏東縣恆春鎮龍泉水段雜草火災，已撲滅，無傷亡】,112-02-26
【工廠火災】【27日05:54臺中市新社區中和街某工廠火災，已撲滅，無傷亡】結報,112-02-28
【山域事故】【24日14:37臺東縣海端鄉「摩刻南山」1女膝蓋脫臼無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-02-28
【山域事故】【27日05:26南投縣仁愛鄉干卓萬群峰1女腳扭傷，空勤直升機及本署特搜共勤成功吊掛救援】,112-02-28
【山域事故】【27日11:42南投縣仁愛鄉卓社大山東峰18連峰附近1男摔落邊坡無生命徵象，空勤直升機及本署特搜共勤成功吊掛救援】,112-02-28
【住宅火災】【27日15:03臺東縣臺東市知本路一段941巷1住宅火災，已撲滅，無傷亡】,112-02-28
【工廠火災】【27日16:18桃園市楊梅區幼獅路二段1工廠火災，已撲滅，無傷亡】結報,112-02-28
【住宅火災】【27日16:54嘉義縣朴子市永和里應菜埔1住宅火災，已撲滅，2傷】,112-02-28
 【住宅火災】【27日17:55新竹市東區明湖路175巷1住宅火災，已撲滅，無傷亡】,112-02-28
【住宅火災】【27日18:35新北市瑞芳區輕便路1住宅火災，已撲滅，無傷亡】,112-02-28
【學校火災】【27日21:47臺南市將軍區「將軍國小」鐵捲門馬達電線短路起火，無傷亡】,112-02-28
【學校火災】【27日21:59臺北市大安區「台灣科技大學」2樓實驗室插座起火，無傷亡】,112-02-28
【山域事故】【26日08:53花蓮縣秀林鄉「五甲崩山」1女墜落山谷死亡，28日空勤直升機及本署特搜共勤成功吊掛後送】,112-02-28
【山域事故】【28日00:26臺中市和平區「甘薯峰」至「遠多志山」間1男失聯，空勤直升機及本署特搜共勤成功吊掛後送】,112-02-28
【山域事故】【28日08:51宜蘭縣大同鄉「南湖大山」步道約10至11公里處1女高山肺水腫，空勤直升機及本署特搜共勤成功吊掛後送】,112-02-28
【山林火災】【1日06:06南投縣魚池鄉大林村「日月花嫁渡假屋」後方山林火災，已撲滅，無傷亡】,112-03-02
【汽車火災】【2日00:05臺南市新營區太北里1汽車火災，已撲滅，1男明顯死亡】,112-03-02
【山域事故】【1日20:16嘉義縣阿里山鄉「排雲山莊」1女右腳踝閉鎖性骨折，空勤直升機及本署特搜共勤成功吊掛後送】,112-03-02
【廢棄鐵皮屋火災】【2日07:17金門縣金城鎮吳厝石頭牌附近1廢棄鐵皮屋火災，已撲滅，無傷亡】,112-03-02
​【地震】【2日18:40花蓮縣政府南南西方63.4公里(花蓮縣瑞穗鄉)發生芮氏規模3.5地震，持續聯繫掌握與續報】,112-03-03
​【住宅火災】【2日18:10雲林縣口湖鄉埔南村外埔1住宅火災，已撲滅，1男嗆傷送醫】,112-03-03
​【地震】【2日19:25宜蘭縣政府南南東方23.6公里(宜蘭縣南澳鄉)發生芮氏規模4.1地震，持續聯繫掌握與續報】,112-03-03
​【老人長期照顧中心火災】【2日19:02宜蘭縣宜蘭市津梅路71號「祥愛老人長期照顧中心」，已撲滅，無傷亡】,112-03-03
​【地震】【3月3日00:48宜蘭縣政府南南東方23.3公里(宜蘭縣南澳鄉)發生芮氏規模4.9地震，持續聯繫掌握與續報】,112-03-03
​【山域事故】【3日12:44花蓮縣萬榮鄉「白石池」1女右腳踝腫脹無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-04
【雜草火災】【3日15:12臺中市大里區練武路附近雜草火災，延燒國軍7貨櫃屋，已撲滅，無傷亡】,112-03-04
​【住宅火災】【4日02:26臺中市后里區智生路1住宅火災，已撲滅，3人無生命徵象、1人燒燙傷送醫】,112-03-04
【山域事故】【4日嘉義縣阿里山鄉「水漾森林酒瓶營地」及「白雪村」1女腳踝開放性骨折，另1女腳踝嚴重扭傷、無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-05
【住宅火災】【5日11:40臺中市南區五權南路某住宅火災，已撲滅，無傷亡】,112-03-05
【陸上交通事故】【5日南投縣信義鄉「郡大林道」30公里處1廂型車滑落邊坡，車上8人全數救出送醫】,112-03-05
【地震】【3月5日15:19宜蘭縣政府南南東方23.2公里(宜蘭縣蘇澳鎮)發生芮氏規模3.5地震，無災情】,112-03-05
【公墓火災】【5日10:33臺中市沙鹿區「沙鹿示範公墓」火災，已撲滅，無傷亡】,112-03-05
​【工地火災】【8日00:52臺中市北屯區太原路三段1興建中工地火災，火勢撲滅，無傷亡】,112-03-08
​【實驗室火災】【7日18:05臺南市安南區「工業技術研究院南台灣創新園區」8樓實驗室火災，已撲滅，無傷亡】,112-03-08
​【工寮火災】【7日14:52金門縣金沙鎮斗門附近1工寮火災，已撲滅，無傷亡】,112-03-08
【雜草火災】【8日17:16高雄市大樹區瓦厝街雜草火災，火勢撲滅，無傷亡】,112-03-08
【汽車火災】【9日10:09臺中市太平區山田路茅埔二號橋往新社方向邊坡汽車火災，已撲滅，1焦屍】,112-03-10
【山林火災】【9日09:55南投縣集集鎮第二公墓附近山林火災，已撲滅，無傷亡】,112-03-10
【宮廟火災】【9日19:12新北市新莊區新樹路268巷1宮廟火災，已撲滅，無傷亡】,112-03-10
【飯店火災】【9日19:03宜蘭縣礁溪鄉「礁溪老爺大酒店」火災，已撲滅，無傷亡】,112-03-10
【住宅火災】【10日01:21屏東縣九如鄉東寧路1住宅火災，已撲滅，無傷亡】,112-03-10
​【倉庫火災】【10日10:54雲林縣斗六市保長路1倉庫火災，已撲滅，無傷亡】,112-03-10
【工廠火災】【10日15:51嘉義市北港路「遇見光」車燈工廠火災，已撲滅，無傷亡】,112-03-10
​【住宅火災】【11日09:32嘉義縣朴子市中正路1住宅火災，已撲滅，無傷亡】,112-03-12
​【山域事故】【11日09:46南投縣奇萊南峰1女左小腿骨折，無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-12
11日14:42臺中市和平區雪山南峰1男左腳扭傷，無法行走，空勤直升機及本署特搜共勤成功吊掛救援,112-03-12
【3月11日 09:16花蓮縣政府西南方 28.4 公里(花蓮縣鳳林鎮)發生芮氏規模3.6地震，無災情】,112-03-12
【垃圾廠火災】【12日10:31屏東縣崁頂鄉「崁頂垃圾資源回收(焚化)廠」火災，已撲滅，無傷亡】,112-03-12
【樣品屋火災】【12日13:42新北市三重區仁義街樣品屋火災，已撲滅，無傷亡】,112-03-12
【工寮火災】【12日16:39臺中市和平區東崎路一段1工寮火災，已撲滅，無傷亡】,112-03-12
【地震】【3月13日08:11宜蘭縣政府東北東方23.7公里(臺灣東部海域)發生芮氏規模4.1地震，無傷亡】,112-03-13
【船舶火災】【13日11:44屏東縣東港鎮1漁船火災，已撲滅，無傷亡,112-03-13
【山林火災】【13日臺中市和平區30K「明隧道」上方山林火災，已撲滅，無傷亡】,112-03-13
【山林火災】【9日09:55高雄市燕巢區「千野村觀景區」附近山林火災，已撲滅，無傷亡】,112-03-13
【山林火災】【13日高雄市美濃區「黃蝶翠谷」附近山林火災，已撲滅，無傷亡】,112-03-13
【地震】【3月13日21:04花蓮縣政府西南西方14.9公里(花蓮縣秀林鄉)發生芮氏規模3.8地震，持續聯繫掌握與續報】,112-03-13
【資源回收場火災】【13日新北市土城區千歲路資源回收場火災，已撲滅，無傷亡】,112-03-13
​【山域事故】【14日06:09臺中市和平區「中央尖山」1男疑似高山症，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-16
​【店鋪火災】【15日10:02嘉義市東區吳鳳北路連棟店鋪火災，已撲滅，無傷亡】,112-03-16
​【店鋪火災】【15日13:06台鐵花蓮車站內店鋪火災，已撲滅，無傷亡】,112-03-16
​【山域事故】【15日14:28高雄市桃源區「塔芬池」1女高山症，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-16
​【地震】【3月16日02:35宜蘭縣政府南南東方22.8公里(宜蘭縣南澳鄉)發生芮氏規模3.2地震，持續聯繫掌握與續報】,112-03-16
​【木材行火災】【16日04:08臺南市新化區中山路1木材行火災，已撲滅，無傷亡】,112-03-16
【山林火災】【15日17:07高雄市美濃區廣興街石母宮附近山林火災，已撲滅，無傷亡】,112-03-16
【地震】【16日12:28花蓮縣政府南南方89.2公里 (花蓮縣卓溪鄉)發生芮氏規模4.1地震，無災情，持續聯繫掌握】,112-03-16
【空難】【16日彰化縣溪州鄉岸角巷附近濁水溪河床1輕航機墜機起火，2男焦屍】,112-03-16
【豬舍火災】【16日20:37嘉義縣朴子市佳禾里苦瓜寮1豬舍火災，已撲滅，無傷亡】,112-03-16
【工廠火災】【17日03:31彰化縣社頭鄉山腳路三段「永富環保工程行」工廠火災，已撲滅，無傷亡】結報,112-03-17
【山域事故】【16日花蓮縣卓溪鄉大分山屋1男腳扭傷無法行走，17日空勤直升機及本署特搜共勤搭載後送慈濟醫院】,112-03-17
【變電站火災】【17日22:23桃園市八德區「大湳變電站」火災，已撲滅，無傷亡】,112-03-18
【商店火災】【18日08:59新竹市北區中正路「鴨肉許」商店火災，已撲滅，無傷亡】,112-03-18
【廢棄木材火災】【8日14:17彰化縣田中鎮中州路2段廢棄木材火災，18日火勢撲滅，無傷亡】結報,112-03-18
【山域事故】【18日12:18南投縣「合歡北峰」登山口約1公里處，1男無生命徵象，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-18
【工地火災】【18日19:28新北市林口區文化三路一段1工地火災，已撲滅，無傷亡】,112-03-19
​【住宅火災】【19日08:45桃園市楊梅區高新街1住宅火災，已撲滅，1焦屍】,112-03-20
​【地震】【19日13:12臺東縣政府西北方12.1公里 (臺東縣卑南鄉)發生芮氏規模4.2地震，無災情】,112-03-20
​【餐廳火災】【19日19:00嘉義縣民雄鄉松山村「松山土窯羊肉」餐廳火災，已撲滅，無傷亡】結報,112-03-20
​【市場火災】【19日21:42彰化縣彰化市長壽街「三民市場」火災，已撲滅，無傷亡】結報,112-03-20
​【移工宿舍火災】【19日22:54彰化縣彰化市彰南路某移工宿舍火災，已撲滅，3人送醫，其中1人無生命徵象】結報,112-03-20
【山林火災】【19日11:27臺南市東山區水雲里牛肉崎7號附近公墓山林火災，已撲滅，無傷亡】結報,112-03-20
​【山林火災】【18日13:24臺南市新化區知義里山林火災，空勤支援空中滅火投水20噸，已撲滅，無傷亡】結報,112-03-20
​【地震】【23日05:51花蓮縣政府西南方 49.2 公里(花蓮縣萬榮鄉)發生芮氏規模4.6地震，無災情】,112-03-24
​【住宅火災】【23日05:54桃園市龜山區明德路住宅火災，已撲滅，1重傷、2輕傷送醫】,112-03-24
​【地震】【23日11:13花蓮縣政府南方25.0公里(花蓮縣近海)發生芮氏規模3.6地震，持續聯繫掌握與續報】,112-03-24
​【山林火災】【23日11:08臺中市和平區中興路三段「平等國小」附近山林，已撲滅，無傷亡】,112-03-24
​【雜草火災】【23日16:27嘉義縣阿里山鄉山美村台18線56.8公里處雜草火災，已撲滅，1傷】,112-03-24
​【公墓火災】【23日14:02南投縣南投市東山里公墓火災，已撲滅，無傷亡】,112-03-24
​【雜草火災】【23日18:32臺東縣池上鄉文化路「阿裕果園」附近雜草火災，已撲滅，無傷亡】,112-03-24
【住宅火災】【24日10:42臺中市清水區高美路某住宅火災，已撲滅，無傷亡】,112-03-24
【雜草火災】【24日13:56臺中市沙鹿區三民路附近雜草火災，已撲滅，無傷亡】結報,112-03-24
【地震】【24日18:04花蓮縣政府西南方 48.7 公里(花蓮縣萬榮鄉)發生芮氏規模4.2地震，無災情】,112-03-24
【山域事故】【24日16:09花蓮縣秀林鄉太魯閣大山北鞍「三叉營地」1男腳扭傷無法行走，空勤直升機及本署特搜共勤成功吊掛救援】,112-03-24
【餐廳火災】【21:41臺南市東區崇德十五街「五村燕餃」餐廳火災，已撲滅，無傷亡】結報,112-03-24
【地震】【25日01:22花蓮縣政府西南方51.5 公里(花蓮縣萬榮鄉)發生芮氏規模3.8地震，無災情】,112-03-26
【工廠火災】【24日23:42雲林縣虎尾鎮頂溪里「合懋紡織廠」工廠火災，已撲滅，無傷亡】,112-03-26
【山林火災】【24日19:27高雄市美濃區圓山街慈惠鳳凰宮附近山林火災，已撲滅，無傷亡】,112-03-26
【工廠火災】【25日10:15彰化縣芬園鄉仁愛路二段6巷1工廠火災，已撲滅，1傷】,112-03-26
【公墓火災】【25日11:35臺中市大肚區第四公墓火災，已控制，無傷亡】,112-03-26
【公墓火災】【25日12:47高雄市田寮區西德路田寮第一公墓附近山林火災，空勤支援空中滅火，已撲滅，無傷亡】,112-03-26
【住宅火災】【26日00:56雲林縣斗六市南仁路1住宅火災，已撲滅，1死1傷】,112-03-26
【工廠火災】【26日00:56屏東縣萬丹鄉「富統食品股份有限公司」火災，已撲滅，無傷亡】,112-03-26
【公墓火災】【25日12:47高雄市田寮區西德路田寮第一公墓附近山林火災，26日05:06復燃，空勤支援空中滅火1架次，08:34撲滅】,112-03-26
【住宅火災】【26日10:25苗栗縣苗栗市新東街1住宅火災，已撲滅，無傷亡】,112-03-26
【地震】【26日12:43臺東縣政府南方134.3公里 (臺灣南部海域)發生芮氏規模4.6地震，無災情】,112-03-26
【餐廳火災】【26日13:58桃園市蘆竹區「台茂購物中心」6樓餐廳火災，已撲滅，無傷亡】,112-03-26
【住宅火災】【26日23:16臺中市北屯區崇德路二段1住宅縱火，消防到場已無火煙，無傷亡】,112-03-27
【雜草火災】【26日17:00臺東縣臺東市「捷地爾」附近沙灘(知本溼地)雜草火災，已撲滅，無傷亡】結報,112-03-27
【餐廳火災】【26日13:58桃園市蘆竹區「台茂購物中心」6樓餐廳火災，已撲滅，無傷亡】,112-03-27
【地震】【26日12:43臺東縣政府南方134.3公里 (臺灣南部海域)發生芮氏規模4.6地震，無災情】,112-03-27
【住宅火災】【26日10:25苗栗縣苗栗市新東街1住宅火災，已撲滅，無傷亡】,112-03-27
【工寮火災】【27日14:42桃園市中壢區龍陵路1工寮火災，已撲滅，1男焦屍】,112-03-28
​【住宅火災】【27日11:31高雄市苓雅區中興街某住宅火災，已撲滅，1男焦屍】結報,112-03-28
【山域事故】【25日12:18花蓮縣秀林鄉「能高南峰」1女右腳踝扭傷，29日空勤直升機成功吊掛救援】,112-03-29
【宮廟火災】【29日:38臺北市北投區大度路3段301巷宮廟火災，已撲滅，無傷亡】,112-03-29
【店鋪火災】【29日17:20臺北市南港區東新街「夾客俱樂部」店鋪遭縱火，已撲滅，無傷亡】,112-03-29
【倉庫火災】【29日21:11高雄市大樹區九大路倉庫火災，已撲滅，無傷亡】,112-03-29
​【資源回收廠火災】【30日13:50臺南市關廟區南雄南路「寶綺企業社」資源回收廠火災，已撲滅，無傷亡】,112-03-31
​【地震】【30日14:44花蓮縣政府南南東方67.1公里 (花蓮縣卓溪鄉)發生芮氏規模3.7地震，無災情】,112-03-31
​【地震】【31日03:30臺東縣政府東北方23.7公里(臺東縣近海)發生芮氏規模3.6地震，無災情】,112-03-31
​【地震】【31日04:15臺東縣政府南南東方103.1公里(臺灣東南部海域)發生芮氏規模4.4地震，無災情】,112-03-31
​【汽車修配廠火災】【31日02:34雲林縣麥寮鄉橋頭村橋頭58-150號「聰明汽車修配廠」火災，已撲滅，無傷亡】,112-03-31
​【職業災害】【30日10:44臺中市中區臺灣大道一段299巷5號房屋倒塌，救出3人死亡】,112-03-31
【住宅火災】【1日14:38花蓮縣壽豐鄉池南路四段某住宅火災，已撲滅，無傷亡】,112-04-01
【一氧化碳中毒】【1日23:58臺中市西屯區工業區一路1住宅，2人一氧化碳中毒送醫】,112-04-02
【工廠火災】【2日09:26新北市淡水區崁頂1工廠火災，已撲滅，無傷亡】,112-04-02
【汽車火災】【2日11:35彰化縣舊西螺大橋及溪州大橋之間河床1汽車火災，已撲滅，1男焦屍】,112-04-02
【山林火災】【2日11:46高雄市田寮區田寮第四公墓附近山林火災，空勤支援空中滅火1架次，已撲滅，無傷亡】,112-04-02
​【工廠火災】【2日09:26新北市淡水區崁頂1工廠火災，已撲滅，無傷亡】,112-04-03
【汽車火災】【2日11:35彰化縣舊西螺大橋及溪州大橋之間河床1汽車火災，已撲滅，1男焦屍】,112-04-03
【山林火災】【2日11:46高雄市田寮區田寮第四公墓附近山林火災，空勤支援空中滅火1架次，已撲滅，無傷亡】,112-04-03
【工廠火災】【3日02:19基隆市安樂區武訓街1工廠火災，已撲滅，無傷亡】,112-04-03
【花卉園火災】【3日11:59臺中市北屯區東山路2段1花卉園火災，已撲滅，無傷亡】,112-04-03
【山域事故】【3日08:54屏東縣泰武鄉「北大武山」1男右腳踝嚴重扭傷、無法行走，空勤直升機成功吊掛救援】,112-04-03
【貨櫃屋火災】【3日21:35雲林縣古坑鄉綠色隧道「蜜蜂故事館」旁貨櫃屋火災，已撲滅，無傷亡】,112-04-03
【住宅火災】【3日17:26新北市三峽區中正路二段1住宅火災，已撲滅，1男無生命徵象送醫】,112-04-03
【地震】【4日06:36高雄市政府東北方74.8公里(高雄市桃源區)發生芮氏規模3.7地震，無災情】,112-04-04
【住宅火災】【4日03:29基隆市信義區深澳坑路1住宅火災，已撲滅，1死】,112-04-05
【山域事故】【4日06:31南投縣仁愛鄉干卓萬三叉營地1女高山症，空勤直升機成功落地搭載救援】,112-04-05
【地震】【5日00:34花蓮縣政府西南西方 16.7 公里(花蓮縣秀林鄉)發生芮氏規模4.1地震，無災情】,112-04-05
【住宅火災】【4日23:45花蓮縣玉里鎮長良里1住宅火災，已撲滅，無傷亡】,112-04-05
【工廠火災】【4日17:05屏東縣里港鄉三和路1工廠火災，已撲滅，無傷亡】,112-04-05
​【山域事故】【6日15:48花蓮縣卓溪鄉「大水窟山屋」1女高山症，空勤直升機成功落地搭載救援】,112-04-07
【工廠火災】【16:00臺南市永康區中山北路1工廠火災，已撲滅，無傷亡】,112-04-07
【山域事故】【5日13:52南投縣信義鄉「本鄉山」1男受傷，8日空勤直升機成功吊掛救援】,112-04-08
【地震】【8日08:56臺東縣政府北北東方53.4公里(臺東縣成功鎮)發生芮氏規模3.8地震，無災情】,112-04-08
【山域事故】【5日20:44南投縣信義鄉「無雙山亞力士營地」1女受傷，8日空勤直升機及本署特搜成功吊掛救援】,112-04-08
【地震】【8日14:36花蓮縣政府北北東方23.2公里(花蓮縣近海)發生芮氏規模3.5地震，無災情】,112-04-08
【地震】【8日16:36臺東縣政府北北西方 59.3 公里(臺東縣海端鄉)發生芮氏規模3.9地震，無災情】,112-04-08
【地震】【8日19:22花蓮縣政府北北東方38.0公里(花蓮縣近海)發生芮氏規模3.9地震，無災情】,112-04-08
【地震】【8日20:14花蓮縣政府南南西方 63.1公里 (花蓮縣豐濱鄉)發生芮氏規模4.7地震，無災情】,112-04-08
【汽車火災】【9日09:10彰化縣永靖鄉永靖街151號前1小貨車火災，已撲滅，1人意識不清,112-04-10
【廢棄雞舍火災】【9日19:59臺南市關廟區關新路二段廢棄雞舍火災，已撲滅，無傷亡】,112-04-10
【職業災害】【10日屏東縣新園鄉新生路「漁子濯水產公司」員工吸入一氧化氮過量，救出7人皆清醒送醫】,112-04-10
【雜草火災】【10日11:31臺南市龍崎區土崎里烏樹林10號附近雜草火災，已撲滅，無傷亡】,112-04-11
【餐廳火災】【11日05:48桃園市八德區中華路「將進酒頂級麻辣火鍋」餐廳火災，已撲滅，無傷亡】,112-04-11
【山域事故】【2日06:06南投縣仁愛鄉「干卓萬山」1男墜谷死亡，12日發現大體，空勤直升機及本署特搜成功吊掛】,112-04-12
【住宅火災】【13日00:22臺東縣臺東事正氣路1出租套房火災，已撲滅，1死亡，另救出4人】,112-04-13
【工廠火災】【13日02:24臺中市清水區中華路「輝全汽車修配廠」火災，已撲滅，無傷亡】,112-04-13
【住宅火災】【13日06:24臺東縣臺東市和平街1住宅火災，已撲滅，無傷亡】,112-04-13
【山域事故】【14日04:41臺東縣海端鄉嘉明湖山屋1男高山症，空勤直升機及本署特搜共勤成功吊掛救援】,112-04-14
【住宅火災】【14日09:27南投縣竹山鎮枋坪巷2-32弄1住宅火災，已撲滅，無傷亡】,112-04-14
【地震】【14日11:54臺東縣政府北北東方4.2公里(臺東縣臺東市)發生芮氏規模4.1地震，目前無災情】,112-04-14
【地震】【14日11:54臺東縣政府北北西方4.2公里(臺東縣卑南鄉)發生芮氏規模3.6地震，目前無災情】,112-04-14
【資源回收區火災】【14日12:44嘉義縣大林鎮「慈濟醫院」資源回收區火災，已撲滅，無傷亡】,112-04-14
【梯間火災】【14日12:59臺北市中山區民生東路1段某地下1樓梯間遭縱火，已撲滅，無傷亡】,112-04-14
【工廠火災】【14日15:57臺中市太平區永豐路1工廠火災，已撲滅，無傷亡】,112-04-14
【商店火災】【14日22:30高雄市仁武區鳳仁路1商店火災，已撲滅，無傷亡】,112-04-14
【地震】【14日23:38臺東縣政府西南方34.1公里(臺東縣太麻里鄉)發生芮氏規模3.6地震，目前無災情】,112-04-14
【工廠火災】【15日23:42雲林縣斗六市保長路1修車廠火災，已撲滅，無傷亡】,112-04-16
【住宅火災】【16日02:10臺中市北區錦中街1住宅火災，已撲滅，救出2女意識清楚送醫檢查】,112-04-16
​【地震】【16日11:26花蓮縣政府西南方35.2公里(花蓮縣萬榮鄉)發生芮氏規模4.1地震，無災情】,112-04-16
【醫院火災】【16日14:32苗栗市「衛福部苗栗醫院醫療大樓」火災，已撲滅，無傷亡】,112-04-17
​【地震】【16日18:44臺東縣政府北北西方 18.1 公里(臺東縣延平鄉)發生芮氏規模3.5地震，無災情】,112-04-17
​【山林火災】【屏東林區管理處轄管高雄市內門及杉林區國有林班地火災，21:10火勢撲滅，進行殘火處理】,112-04-17
【工廠火災】【16日21:50臺中市烏日區中山路一段和平巷1工廠火災，已撲滅，無傷亡】,112-04-17
【山林火災】【18日08:20臺南市玉井區第5林班地山林火災，陸空搶救中，無傷亡】,112-04-18
【地震】【19日02:53花蓮縣政府西北西方37.2公里(花蓮縣秀林鄉)發生芮氏規模3.6地震，無災情】,112-04-19
【雜草火災】【18日20:02高雄市田寮區內安7-10號「峰聖宮」附近雜草火災，已撲滅，無傷亡】,112-04-19
【住宅火災】【21日22:37桃園市觀音區玉林路2段1住宅火災，已撲滅，1死1自行逃生脫困】,112-04-22
【山域事故】【21日08:35花蓮縣卓溪鄉「大水窟山屋」1女高山症疑似肺水腫，空勤直升機成功落地搭載救援】,112-04-22
【地震】【21日19:44花蓮縣政府南南西方54.7公里(花蓮縣近海)發生芮氏規模4.5地震，無災情】,112-04-22
【一氧化碳中毒】【21日23:36臺中市后里區四月路1住宅，6人一氧化碳中毒送醫】,112-04-22
【地震】【22日08:20臺東縣政府北北西方 59.1 公里(臺東縣海端鄉)發生芮氏規模3.6地震，無災情】,112-04-22
【住宅火災】【22日07:48南投縣南投市吉利路360巷1住宅火災，已撲滅，1傷】,112-04-22
【住宅火災】【22日14:14臺中市北屯區崇德二路一段1住宅火災，已撲滅，無傷亡】,112-04-22
【地震】【22日16:03宜蘭縣政府南方38.7公里(宜蘭縣南澳鄉)發生芮氏規模3.9地震，無災情】,112-04-22
【工廠火災】【22日14:54桃園市八德區東勇街1工廠火災，已撲滅，無傷亡】,112-04-22
【住宅火災】【22日20:30臺南市北區文賢路1住宅火災，已撲滅，救出5人，其中3人(1重傷、2輕傷)送醫】,112-04-22
【住宅火災】【22日22:23嘉義市西區徐州四街1住宅火災，已撲滅，1女死亡】,112-04-22
【地震】【22日23:30宜蘭縣政府南方38.6公里(宜蘭縣南澳鄉)發生芮氏規模3.0地震，無災情】,112-04-22
【地震】【23日06:17臺南市政府北北東方42.7公里(臺南市東山區)發生芮氏規模3.2地震，無災情】,112-04-23
【倉庫火災】【23日12:12新北市金山區法鼓路倉庫火災，已撲滅，無傷亡】,112-04-23
【騎樓火災】【24日05:09臺南市北區文賢路365巷1住宅外騎樓火災，已撲滅，協助5人脫困，無傷亡】,112-04-24
【雜草火災】【26日20:12高雄市大寮區保福路和後厝路交叉路口附近雜草火災，已撲滅，無傷亡】,112-04-26
【工廠火災】【26日彰化縣彰化市彰南路二段工廠火災，已撲滅，無傷亡】,112-04-27
【資源回收場火災】【28日新北市汐止區長江街100巷資源回收場火災，已撲滅，無傷亡】,112-04-28
【住宅火災】【28日17:29花蓮縣玉里鎮大同路181巷廢棄台鐵宿舍火災，已撲滅，無傷亡】,112-04-28
【住宅火災】【29日01:35臺東縣東河鄉都蘭村1住宅火災，已撲滅，無傷亡】,112-04-29
【住宅火災】【29日03:05臺中市南區瑞豐街19巷住宅火災，已撲滅，無傷亡】,112-04-29
【山域事故】【29日10:03南投縣信義鄉「馬利亞文路山東峰」1男高山症，空勤直升機及本署特搜共勤成功吊掛救援】,112-04-29
【機關火災】【29日15:52雲林縣斗六市府前街「內政部入出國及移民署專勤事務第二大隊辦公室」火災，燒燬垃圾桶，火災已撲滅，無傷亡】,112-04-29
【山林火災】【29日10:26高雄市大寮區保福路附近山林火災，17:19起空勤直升機支援投水18噸，已控制，無傷亡，持續搶救中】,112-04-29
【住宅火災】【29日20:33桃園市大溪區中新里中庄1住宅火災，已撲滅，無傷亡】,112-04-29
【山林火災】【29日10:26高雄市大寮區保福路附近山林(鳳梨山)火災，空勤支援空中滅火投水量約18噸，22:13火勢撲滅，無傷亡】,112-04-29
【汽修廠火災】【29日22:57臺北市大同區酒泉街「九洲汽車修理行」汽修廠火災，已撲滅，疏散1人，無傷亡】,112-04-30
​【住宅火災】【30日00:03新北市蘆洲區中正路1集合住宅火災，已撲滅，1人送醫宣告不治】結報,112-04-30
【山域事故】【30日08:40新竹縣尖石鄉「新達山屋」1男腳踝扭傷，空勤直升機及本署特搜共勤成功吊掛救援】,112-05-01
​【山林火災】【1日13:06苗栗縣通霄鎮新埔里附近山林火災，空勤直升機支援投水4噸，已撲滅，無傷亡】,112-05-02
​【汽車火災】【2日01:51桃園市大溪區承恩路1自小客車火災，已撲滅，1男死亡】,112-05-02
​【倉庫火災】【2日03:38嘉義縣鹿草鄉亀佛山1溫室鐵皮倉庫火災，已撲滅，無傷亡】,112-05-02
​【店鋪火災】【2日19:58雲林縣麥寮鄉瓦磘村霄仁厝1店鋪火災，已撲滅，無傷亡】,112-05-03
​【住宅火災】【3日02:32宜蘭縣員山鄉榮光路1住宅火災，已撲滅，1男無生命徵象】,112-05-03
【地震】【4日16:15臺東縣政府西方24.0公里(臺東縣卑南鄉)發生芮氏規模3.9地震，無災情】,112-05-04
【廢棄物火災】【4日17:37屏東縣新園鄉鹽洲路廢棄物火災，已撲滅，無傷亡】,112-05-04
【山域事故】【4日嘉義縣阿里山鄉排雲山莊附近1男無生命徵象，空勤直升機及本署特搜共勤成功吊掛後送】,112-05-04
【汽機車回收廠火災】【4日18:53嘉義縣水上鄉中山路2段汽機車回收廠火災，已撲滅，無傷亡】,112-05-04
【地震】【4日23:38花蓮縣政府南南西方67.7公里(花蓮縣卓溪鄉)發生芮氏規模5.1地震，無災情】,112-05-04
【山林火災】【4日11:25高雄市燕巢區烏山頂泥火山保留區附近山林火災，空勤直升機支援投水約22噸，23:58火勢撲滅，無傷亡】,112-05-04
【雞舍火災】【6日13:26彰化縣北斗鎮大新路「全佑牧場」雞舍火災，已撲滅，無傷亡】,112-05-06
【山域事故】【6日07:21花蓮縣萬榮鄉「萬里池」1男登山客跌倒頸椎受傷，空勤直升機及本署特搜共勤成功吊掛救援】,112-05-06
【住宅火災】【6日18:42苗栗縣苗栗市為民街住宅火災，已撲滅，1輕傷送醫】,112-05-07
【火災】【6日16:07苗栗縣卓蘭鎮坪林里雜草火災延燒三合院，已撲滅，無傷亡】,112-05-07
【住宅火災】【6日17:49嘉義縣朴子市市東路1住宅火災，已撲滅，無傷亡】,112-05-07
【山林火災】【6日09:34南投縣仁愛鄉「仁莊豐田農場」附近山林火災，已撲滅，無傷亡】,112-05-07
【山林火災】【5日11:28高雄市內門區烏西崙西側附近山林火災，空勤直升機支援投水約68噸，7日11:42火勢撲滅，無傷亡】,112-05-07
